"","id","lat_dec","lng_dec"
"109","CC-0420-T1-H",19.33825,-99.2057777777778
"110","CC-0117-T1-H",19.6371944444444,-99.246
"111","CC-0673-T1-H",19.3246944444444,-99.2554722222222
"112","CC-0661-T1-H",19.2848055555556,-99.2358888888889
"113","CC-0738-T1-H",19.3229722222222,-99.2661666666667
"114","CC-0654-T1-H",19.3514722222222,-99.2377222222222
"115","CC-0759-T1-H",19.3444166666667,-99.2138888888889
"116","CC-0576-T1-H",19.3584166666667,-99.2244166666667
"117","CC-0639-T1-H",19.4028611111111,-99.2015833333333
"118","CC-0644-T1-H",19.34525,-99.2253611111111
"119","CC-0285-T1-H",19.3596111111111,-99.2198611111111
"120","CC-0668-T1-H",19.3801944444444,-99.2503333333333
"121","CC-0772-T1-H",19.3724166666667,-99.2149722222222
"122","CC-0793-T1-H",19.3445833333333,-99.2126111111111
"123","CC-0560-T1-H",19.3328333333333,-99.2681666666667
"124","CC-0386-T1-H",19.3566944444444,-99.23175
"125","CC-0452-T1-H",19.3467777777778,-99.224
"126","CC-0630-T1-H",19.3759444444444,-99.2219722222222
"127","CC-0708-T1-H",19.3090833333333,-99.2618888888889
"128","CC-0236-T1-H",19.3143333333333,-99.22225
"129","CC-0507-T1-H",19.3388611111111,-99.2003888888889
"130","CC-0369-T1-H",19.3323611111111,-99.2726111111111
"131","CC-0758-T1-H",19.3702222222222,-99.2401388888889
"132","CC-0596-T1-H",19.3670833333333,-99.2453333333333
"133","CC-0350-T1-H",19.3855833333333,-99.2783333333333
"134","CC-0316-T1-H",19.3108888888889,-99.1162777777778
"135","CC-0667-T1-H",19.3215277777778,-99.2386666666667
"136","CC-0812-T1-H",19.3240833333333,-99.2453888888889
"137","CC-0079-T1-H",19.2810833333333,-99.2280833333333
"138","CC-0066-T1-H",19.3974444444444,-99.2062222222222
"139","CC-0514-T1-H",19.2886388888889,-99.2368888888889
"140","CC-0763-T1-H",19.3258611111111,-99.2726111111111
"141","CC-0648-T1-H",19.3538333333333,-99.2332222222222
"142","CC-0666-T1-H",19.3865277777778,-99.2188888888889
"143","CC-0489-T1-H",19.3470555555556,-99.2221111111111
"144","CC-0443-T1-H",19.3868055555556,-99.20425
