CLUES,CLAVE DE LA INSTITUCION,NOMBRE DE LA INSTITUCION,CLAVE DE LA ENTIDAD,ENTIDAD,CLAVE DEL MUNICIPIO,MUNICIPIO,CLAVE DE LA LOCALIDAD,LOCALIDAD,CLAVE DE LA JURISDICCION,JURISDICCION,CLAVE DEL TIPO ESTABLECIMIENTO,NOMBRE TIPO ESTABLECIMIENTO,CLAVE DE TIPOLOGIA,NOMBRE DE TIPOLOGIA,CLAVE DE SUBTIPOLOGIA,NOMBRE DE SUBTIPOLOGIA,NOMBRE DE LA UNIDAD,NOMBRE COMERCIAL,CLAVE TIPO DE VIALIDAD,CODIGO POSTAL,OBSERVACIONES DE LA DIRECCION,CLAVE ESTATUS DE OPERACION,ESTATUS DE OPERACION,RFC DEL ESTABLECIMIENTO,TELEFONO 1 DEL ESTABLECIMIENTO,CLAVE DE LA INS ADM,NOMBRE DE LA INS ADM,CLAVE NIVEL ATENCION,NIVEL ATENCION,CLAVE ESTRATO UNIDAD,ESTRATO UNIDAD,CLAVE PROPIEDAD DEL INMUEBLE,PROPIEDAD DEL INMUEBLE,LATITUD,LONGITUD,CLAVE ULTIMO MOVIMIENTO,ULTIMO MOVIMIENTO,FECHA ULTIMO MOVIMIENTO
DFCIJ000011,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,17,VENUSTIANO CARRANZA,1,VENUSTIANO CARRANZA,16,VENUSTIANO CARRANZA,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,"CENTROS DE INTEGRACIÓN JUVENIL, A.C.",CIJ VENUSTIANO CARRANZA,5,15530,,1,EN OPERACION,CIJ731003QK3,5557621399,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.438437,-99.092784,A,ALTA,16/10/2018
DFCIJ000023,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,"CENTROS DE INTEGRACIÓN JUVENIL, A.C.",CIJ CUAUHTÉMOC ORIENTE,6,6020,,1,EN OPERACION,CIJ731003QK3,5557020732,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,3,DE COMODATO,19.43732,-99.127412,A,ALTA,16/10/2018
DFCIJ000035,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,4,CUAJIMALPA DE MORELOS,1,CUAJIMALPA DE MORELOS,7,CUAJIMALPA,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,"CENTROS DE INTEGRACIÓN JUVENIL, A.C.",CIJ CUAJIMALPA,5,5000,,1,EN OPERACION,CIJ731003QK3,5558131631,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.3578,-99.292889,A,ALTA,16/10/2018
DFCIJ000040,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,3,COYOACAN,1,COYOACAN,4,COYOACÁN,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,"CENTROS DE INTEGRACIÓN JUVENIL, A.C.",CIJ COYOACÁN,5,4100,,1,EN OPERACION,CIJ731003QK3,5555544985,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.357125,-99.155485,A,ALTA,16/10/2018
DFCIJ000052,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,14,BENITO JUAREZ,1,BENITO JUAREZ,14,BENITO JUÁREZ,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,"CENTROS DE INTEGRACIÓN JUVENIL, A.C.",CIJ BENITO JUÁREZ,5,3100,,1,EN OPERACION,CIJ731003QK3,5555439267,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.397184,-99.16474,A,ALTA,16/10/2018
DFCIJ000064,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,2,AZCAPOTZALCO,1,AZCAPOTZALCO,2,AZCAPOTZALCO,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,"CENTROS DE INTEGRACIÓN JUVENIL, A.C.",CIJ AZCAPOTZALCO,5,2130,,1,EN OPERACION,CIJ731003QK3,5553820553,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,3,DE COMODATO,19.499,-99.199336,A,ALTA,16/10/2018
DFCIJ000076,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,16,MIGUEL HIDALGO,1,MIGUEL HIDALGO,13,MIGUEL HIDALGO,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,CENTRO DE INTEGRACION JUVENIL A.C. UNIDAD OPERATIVA MIGUEL HIDALGO,CENTRO DE INTEGRACION JUVENIL A.C. UNIDAD OPERATIVA MIGUEL HIDALGO,5,11300,SIN REFERENCIAS,1,EN OPERACION,XAXX111111XAX,5552605805,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,,,19.4343757,-99.1748614,A,ALTA,29/03/2021
DFCIJ000081,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,CENTRO DE INTEGRACION JUVENIL A.C. UNIDAD OPERATIVA TLALPAN,CENTRO DE INTEGRACION JUVENIL A.C. UNIDAD OPERATIVA TLALPAN,5,14629,SIN REFERENCIAS,1,EN OPERACION,XAXX111111XAX,5554859062,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,,,19.2852276,-99.1586077,A,ALTA,29/03/2021
DFCIJ000093,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,10,ALVARO OBREGON,1,ALVARO OBREGON,5,ÁLVARO OBREGÓN,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,CENTRO DE INTEGRACION JUVENIL A.C. UNIDAD OPERATIVA ALVARO OBREGÓN CENTRO,CENTRO DE INTEGRACION JUVENIL A.C. UNIDAD OPERATIVA ALVARO OBREGÓN CENTRO,5,1298,SIN REFERENCIAS,1,EN OPERACION,XAXX111111XAX,5552764488,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,,,19.3674286,-99.2318888,A,ALTA,29/03/2021
DFCIJ000105,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,CENTRO DE INTEGRACION JUVENIL A.C. IZTAPALAPA ORIENTE,CENTRO DE INTEGRACION JUVENIL A.C. IZTAPALAPA ORIENTE,5,9260,SIN REFERENCIAS,1,EN OPERACION,XAXX111111XAX,5556133794,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,,,19.3471388,-99.0659768,A,ALTA,29/03/2021
DFCIJ000110,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,CENTRO DE INTEGRACION JUVENIL A.C. IZTAPALAPA PONIENTE,CENTRO DE INTEGRACION JUVENIL A.C. IZTAPALAPA PONIENTE,5,9060,SIN REFERENCIAS,1,EN OPERACION,XAXX111111XAX,5556701189,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,,,19.3660361,-99.1150018,A,ALTA,29/03/2021
DFCIJ000122,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,CENTRO DE INTEGRACIÓN JUVENIL A.C. UNIDAD OPERATIVA GUSTAVO A. MADERO ARAGON,CIJ GUSTAVO A. MADERO ARAGON,5,7570,ENFRENTE ESTA EL INSTITUTO JEAN PIAGET,1,EN OPERACION,CIJ731003QK3,5521584083,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.4649281,-99.058724,B,MODIFICACION,02/01/2025
DFCIJ000134,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,10,ALVARO OBREGON,1,ALVARO OBREGON,5,ÁLVARO OBREGÓN,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,CENTROS DE INTEGRACIÓN JUVENIL A.C.,CENTROS DE INTEGRACIÓN JUVENIL A.C.,8,1420,SIN REFERENCIAS,1,EN OPERACION,XAXX111111XAX,5556110028,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,,,19.3794996,-99.1928397,A,ALTA,29/03/2021
DFCIJ000146,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,CENTRO DE INTEGRACIÓN JUVENIL A.C. UNIDAD OPERATIVA GUSTAVO A. MADERO NORTE,CENTRO DE INTEGRACIÓN JUVENIL A.C. UNIDAD OPERATIVA GUSTAVO A. MADERO NORTE,5,7750,SIN REFERENCIAS,1,EN OPERACION,XAXX111111XAX,5555676523,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,,,19.4918209,-99.1506401,A,ALTA,29/03/2021
DFCIJ000151,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,3,DE APOYO,NES,NO ESPECIFICADO,99,NO ESPECIFICADO,"CENTRO DE INTEGRACIÓN JUVENIL, A. C.","CENTRO DE INTEGRACIÓN JUVENIL, A. C.",5,6600,,1,EN OPERACION,XAXX111111XAX,,CIJ,CENTROS DE INTEGRACION JUVENIL,6,NO APLICA,2,URBANO,,,19.4322,-99.1336,A,ALTA,15/07/2021
DFCIJ000163,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,1,DE CONSULTA EXTERNA,CPA,CENTRO DE PREVENCION EN ADICCIONES,99,NO ESPECIFICADO,CENTRO DE INTEGRACIÓN JUVENIL A. C. UNIDAD OPERATIVA PONIENTE,CENTRO DE INTEGRACIÓN JUVENIL A. C. UNIDAD OPERATIVA PONIENTE,5,6100,,1,EN OPERACION,XAXX111111XAX,5552863893,CIJ,CENTROS DE INTEGRACION JUVENIL,1,PRIMER NIVEL,2,URBANO,,,19.413919,-99.179987,A,ALTA,15/07/2021
DFCIJ000175,CIJ,CENTROS DE INTEGRACION JUVENIL,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,2,DE HOSPITALIZACIÓN,HAA,HOSPITALES DE ATENCIÓN A ADICCIONES,99,NO ESPECIFICADO,"CENTROS DE INTEGRACIÓN JUVENIL, A.C. UNIDAD DE HOSPITALIZACIÓN IZTAPALAPA",CIJ UH IZTAPALAPA,3,9200,,1,EN OPERACION,CIJ731003QK3,5556904639,CIJ,CENTROS DE INTEGRACION JUVENIL,2,SEGUNDO NIVEL,2,URBANO,3,DE COMODATO,19.3581507,-99.0506744,A,ALTA,04/06/2025
DFCRO000011,CRO,CRUZ ROJA MEXICANA,9,CIUDAD DE MEXICO,16,MIGUEL HIDALGO,1,MIGUEL HIDALGO,13,MIGUEL HIDALGO,2,DE HOSPITALIZACIÓN,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DE TRAUMA DE CRUZ ROJA MEXICANA EN EL DISTRITO FEDERAL,CENTRO DE TRAUMA DE CRUZ ROJA MEXICANA EN EL DISTRITO FEDERAL,5,11510,"AV. EJÉRCITO NACIONAL NO. 1032, COLONIA LOS MORALES POLANCO, DELEGACIÓN MIGUEL HIDALGO.",1,EN OPERACION,XAXX111111,5553951111,CRUZ ROJA,CRUZ ROJA MEXICANA,2,SEGUNDO NIVEL,2,URBANO,,,19.4385309,-99.2088913,A,ALTA,22/08/2008
DFDIF000010,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,2,AZCAPOTZALCO,1,AZCAPOTZALCO,2,AZCAPOTZALCO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,"CENTRO DIF-DF , PACTO FEDERAL","CENTRO DIF-DF , PACTO FEDERAL",,2100,"CALLE HERREROS Y ASTRONOMIA SIN NÚMERO, SECTOR 1-A UNIDAD HABITACIONAL INFONAVIT",1,EN OPERACION,XAXX111111,5553194370,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.5118,-99.2068,B,MODIFICACION,07/01/2009
DFDIF000022,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,3,COYOACAN,1,COYOACAN,4,COYOACÁN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DE BIENESTAR SOCIAL URBANO AJUSCO,CENTRO DE BIENESTAR SOCIAL URBANO AJUSCO,5,4300,"AVENIDA MIXTECAS Y MACONETZIN, COLONIA AJUSCO",1,EN OPERACION,XAXX111111,5556184292,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3281,-99.1522,B,MODIFICACION,07/01/2009
DFDIF000034,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,4,CUAJIMALPA DE MORELOS,1,CUAJIMALPA DE MORELOS,7,CUAJIMALPA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,"CENTRO DIF-DF , JOSÉ MARÍA MORELOS Y PAVÓN","CENTRO DIF-DF , JOSÉ MARÍA MORELOS Y PAVÓN",,99999,"EBANO Y HERMANDAD, COLONIA AMPLIACIÓN NAVIDAD",1,EN OPERACION,XAXX111111,5558166067,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3614,-99.287,B,MODIFICACION,07/01/2009
DFDIF000046,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,6,IZTACALCO,1,IZTACALCO,3,IZTACALCO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF FELIPE CARRILLO PUERTO,CENTRO DIF-DF FELIPE CARRILLO PUERTO,,8020,"SUR 147 SIN NÚMERO ESQUINA SUR 145, COLONIA AMPLIACIÓN RAMOS MILLÁN",1,EN OPERACION,XAXX111111,5556574196,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3994,-99.0966,B,MODIFICACION,07/01/2009
DFDIF000051,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,AREA OPERATIVA ORIENTE,AREA OPERATIVA ORIENTE,,9860,"SABADEL NO. 100, UNIDAD BELLAVISTA",1,EN OPERACION,XAXX111111,5556121484,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3428,-99.05,B,MODIFICACION,07/01/2009
DFDIF000063,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,ÁREA OPERATIVA SUR,ÁREA OPERATIVA SUR,5,14439,"AVENIDA LACANDONES SIN NÚMERO, PEDREGAL DE LAS AGUILAS, COLONIA TLALCOLIGIA",1,EN OPERACION,XAXX111111,5556554198,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.2664,-99.1744,B,MODIFICACION,07/01/2009
DFDIF000075,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,16,MIGUEL HIDALGO,1,MIGUEL HIDALGO,13,MIGUEL HIDALGO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 35,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 35,,11850,"JOSÉ MORÁN NO. 56, COLONIA SAN MIGUEL CHAPULTEPEC",1,EN OPERACION,XAXX111111,5552733643,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4297,-99.2116,B,MODIFICACION,07/01/2009
DFDIF000080,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,2,AZCAPOTZALCO,1,AZCAPOTZALCO,2,AZCAPOTZALCO,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR # 3 MIGUEL LERDO DE TEJADA,CENTRO FAMILIAR # 3 MIGUEL LERDO DE TEJADA,5,2060,"CALZADA MIGUEL LERDO DE TEJADA NO. 107, COLONIA LA PRECIOSA",1,EN OPERACION,XAXX111111,5555614391,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4828,-99.1833,B,MODIFICACION,07/01/2009
DFDIF000092,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,3,COYOACAN,1,COYOACAN,4,COYOACÁN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,"CENTRO DIF-DF, ADOLFO RUÍZ CORTÍNEZ","CENTRO DIF-DF, ADOLFO RUÍZ CORTÍNEZ",,4369,"TEJAMANÍL Y ZIHUATLÁN, COLONIA PEDREGAL DE SANTO DOMINGO",1,EN OPERACION,XAXX111111,5556190062,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.35,-99.1617,B,MODIFICACION,07/01/2009
DFDIF000104,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 16 CIUDAD VICENTINA,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 16 CIUDAD VICENTINA,,99999,"SUR 21 NO. 230, ESQUINA AVENIDA MICHOACÁNA, COLONIA PURÍSIMA",1,EN OPERACION,XAXX111111,5556949832,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3583,-99.0931,B,MODIFICACION,07/01/2009
DFDIF000116,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,10,ALVARO OBREGON,1,ALVARO OBREGON,5,ÁLVARO OBREGÓN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO LAS ÁGUILAS,CENTRO LAS ÁGUILAS,,1710,"QUETZAL NO. 39 , COLONIA LAS ÁGUILAS",1,EN OPERACION,XAXX111111,5555931375,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3246,-99.2724,B,MODIFICACION,07/01/2009
DFDIF000145,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,9,MILPA ALTA,1,VILLA MILPA ALTA,11,MILPA ALTA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF MILPA ALTA,CENTRO DIF-DF MILPA ALTA,5,12000,"AVENIDA NUEVO LEON SIN NÚMERO, COLONIIA VILLA MILPA ALTA",1,EN OPERACION,XAXX111111,5558440384,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.1922,-99.0231,B,MODIFICACION,07/01/2009
DFDIF000150,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,10,ALVARO OBREGON,1,ALVARO OBREGON,5,ÁLVARO OBREGÓN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 17,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 17,,1000,"MADERO NO. 12 , COLONIA SAN ÁNGEL",1,EN OPERACION,XAXX111111,5556162841,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4,-99.2,B,MODIFICACION,07/01/2009
DFDIF000162,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,11,TLAHUAC,1,TLAHUAC,12,TLÁHUAC,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DIF-DF QUETZALCÓATL,CENTRO DIF-DF QUETZALCÓATL,,13400,JOAQUÍN AMARO A. ÁVILA (AL LADO DE LA SECUELA PRIMARIA Y CENTRO SALUD) PUEBLO SANFRANCISCO TLALTENCO,1,EN OPERACION,XAXX111111,5558412891,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3042,-99.0542,B,MODIFICACION,07/01/2009
DFDIF000191,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,11,TLAHUAC,1,TLAHUAC,12,TLÁHUAC,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO DE DESARROLLO COMUNITARIO TLÁHUAC,CENTRO DE DESARROLLO COMUNITARIO TLÁHUAC,,13600,"GABRIEL RAMOS MILLÁN NO. 60, COLONIA BARRIO LA CONCHITA, SAN JUAN IXTAYOPÁN",1,EN OPERACION,XAXX111111,5556544198,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.3042,-99.0542,B,MODIFICACION,08/01/2009
DFDIF000203,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,10,ALVARO OBREGON,1,ALVARO OBREGON,5,ÁLVARO OBREGÓN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 62,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 62,,99999,"FRATERNIDAD NO. 4, COLONIA LA OTRA BANDA",1,EN OPERACION,XAXX111111,5556160215,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4,-99.2,A,ALTA,07/01/2009
DFDIF000215,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,10,ALVARO OBREGON,1,ALVARO OBREGON,5,ÁLVARO OBREGÓN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR  # 18 LEANDRO VALLE,CENTRO FAMILIAR # 18 LEANDRO VALLE,5,99999,"AVENIDA MANUEL GUTIÉRREZ ZAMORA Y RIVERA SIN NÚMERO, COLONIA LAS ÁGUILAS",1,EN OPERACION,XAXX111111,5555930355,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4,-99.2,A,ALTA,07/01/2009
DFDIF000220,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,10,ALVARO OBREGON,1,ALVARO OBREGON,5,ÁLVARO OBREGÓN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO FAMILIAR # 24 LEÓN GUZMÁN,CENTRO FAMILIAR # 24 LEÓN GUZMÁN,,99999,"CALLE ERNESTO P. URRUCHURTU NO. 89, COLONIA OLIVAR DEL CONDE",1,EN OPERACION,XAXX111111,5556431987,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4,-99.2,A,ALTA,07/01/2009
DFDIF000232,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,14,BENITO JUAREZ,1,BENITO JUAREZ,14,BENITO JUÁREZ,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 36,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL # 36,,99999,"XOCHICALCO NO. 502, COLONIA NARVARTE",1,EN OPERACION,XAXX111111,5555430440,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4017,-99.1583,A,ALTA,07/01/2009
DFDIF000244,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,14,BENITO JUAREZ,1,BENITO JUAREZ,14,BENITO JUÁREZ,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CENTRO CULTURAL Y RECREATIVO NIÑOS HÉROES,CENTRO CULTURAL Y RECREATIVO NIÑOS HÉROES,5,99999,AVENIDA POPOCATÉPETL NO. 276 COLONIA SANTA CRUZ ATOYAC,1,EN OPERACION,XAXX111111,5556040127,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.4017,-99.1583,A,ALTA,07/01/2009
DFDIF000256,DIF,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,9,CIUDAD DE MEXICO,3,COYOACAN,1,COYOACAN,4,COYOACÁN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,"CENTRO DIF-DF, FAMILIA JUÁREZ MAZA","CENTRO DIF-DF, FAMILIA JUÁREZ MAZA",,99999,"ANACAHUITA Y ESCUINAPA SIN NÚMERO, COLONIA PEDREGAL DE SANTO DOMINGO COPILCO",1,EN OPERACION,XAXX111111,5556197926,NES,NO ESPECIFICADO,6,NO APLICA,2,URBANO,,,19.35,-99.1617,A,ALTA,07/01/2009
