CLUES,CLAVE DE LA INSTITUCION,NOMBRE DE LA INSTITUCION,CLAVE DE LA ENTIDAD,ENTIDAD,CLAVE DEL MUNICIPIO,MUNICIPIO,CLAVE DE LA LOCALIDAD,LOCALIDAD,CLAVE DE LA JURISDICCION,JURISDICCION,CLAVE DEL TIPO ESTABLECIMIENTO,NOMBRE TIPO ESTABLECIMIENTO,CLAVE DE TIPOLOGIA,NOMBRE DE TIPOLOGIA,CLAVE DE SUBTIPOLOGIA,NOMBRE DE SUBTIPOLOGIA,NOMBRE DE LA UNIDAD,NOMBRE COMERCIAL,CLAVE TIPO DE VIALIDAD,CODIGO POSTAL,OBSERVACIONES DE LA DIRECCION,CLAVE ESTATUS DE OPERACION,ESTATUS DE OPERACION,RFC DEL ESTABLECIMIENTO,TELEFONO 1 DEL ESTABLECIMIENTO,CLAVE DE LA INS ADM,NOMBRE DE LA INS ADM,CLAVE NIVEL ATENCION,NIVEL ATENCION,CLAVE ESTRATO UNIDAD,ESTRATO UNIDAD,CLAVE PROPIEDAD DEL INMUEBLE,PROPIEDAD DEL INMUEBLE,LATITUD,LONGITUD,CLAVE ULTIMO MOVIMIENTO,ULTIMO MOVIMIENTO,FECHA ULTIMO MOVIMIENTO
DFSMP012236,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,"ARTRICENTER, CENTRO MEDICO DE ENFERMEDADES REUMATICAS","ARTRICENTER, CENTRO MEDICO DE ENFERMEDADES REUMATICAS",7,9100,,1,EN OPERACION,,5557441730,SA,SOCIEDAD ANONIMA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.3918111,-99.0466096,A,ALTA,03/07/2017
DFSMP012241,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,BUCALIA CLÍNICA DENTAL,BUCALIA CLÍNICA DENTAL,3,9420,,1,EN OPERACION,,5525961802,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.3792168,-99.1017808,A,ALTA,06/07/2017
DFSMP012253,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,DENTAL CLINIC,DENTAL CLINIC,3,9040,,1,EN OPERACION,,5591291443,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.3768465,-99.0967778,A,ALTA,06/07/2017
DFSMP012265,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,CONSUTORIO MEDICO,CONSUTORIO MEDICO,3,9430,,1,EN OPERACION,,5556977004,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.3821554,-99.1204146,A,ALTA,07/07/2017
DFSMP012270,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,CONSULTORIO MEDICO,CONSULTORIO MEDICO,5,7780,,1,EN OPERACION,,5565503711,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.474032,-99.1437637,A,ALTA,07/07/2017
DFSMP012282,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,3,COYOACAN,1,COYOACAN,4,COYOACÁN,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,HASHEM CLÍNICA DEL TRANSPORTE S.A. DE C.V.,HASHEM CLÍNICA DEL TRANSPORTE S.A. DE C.V.,3,4440,,1,EN OPERACION,,5556737056,SA,SOCIEDAD ANONIMA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.329352,-99.113667,A,ALTA,07/07/2017
DFSMP012294,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,17,VENUSTIANO CARRANZA,1,VENUSTIANO CARRANZA,16,VENUSTIANO CARRANZA,2,DE HOSPITALIZACIÓN,99,NO ESPECIFICADO,99,NO ESPECIFICADO,CLINICA EDYBE S.C.,CLINICA EDYBE S.C.,3,15900,,1,EN OPERACION,,5566454227,OTRA,OTRA,2,SEGUNDO NIVEL,2,URBANO,1,PROPIO,19.4222,-99.112,B,MODIFICACION,26/11/2021
DFSMP012306,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,MARICELA RODRIGUEZ JUAREZ,UNIDAD MEDICA SAME Y ASOCIADOS S.A. DE C.V.,3,9500,,1,EN OPERACION,,5556001197,SA,SOCIEDAD ANONIMA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.3702314,-99.0842314,A,ALTA,20/07/2017
DFSMP012311,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,8,LA MAGDALENA CONTRERAS,1,LA MAGDALENA CONTRERAS,6,MAGDALENA CONTRERAS,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,MEDIMAGEN JARP SA DE CV,MEDIMAGEN JARP SA DE CV,3,10200,,1,EN OPERACION,,5555685577,SA,SOCIEDAD ANONIMA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.3233627,-99.2232364,A,ALTA,20/07/2017
DFSMP012323,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,FUNDACIÓN HERMANITAS DE LOS ANCIANOS DESAMPARADOS I.A.P.,FUNDACIÓN HERMANITAS DE LOS ANCIANOS DESAMPARADOS I.A.P.,3,14000,,1,EN OPERACION,,5556061657,OTRA,OTRA,6,NO APLICA,2,URBANO,1,PROPIO,19.293231,-99.170514,A,ALTA,21/07/2017
DFSMP012335,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,TRINI DENT ODONTOLOGIA INTEGRAL,TRINI DENT ODONTOLOGIA INTEGRAL,5,14030,,1,EN OPERACION,,5524577348,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,1,PROPIO,19.2990626,-99.1679292,A,ALTA,31/07/2017
DFSMP012352,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,3,COYOACAN,1,COYOACAN,4,COYOACÁN,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,UNIDAD MEDICA BENAVIDES /SUCURSAL CENTENARIO,"FARMACIAS BENAVIDES,N144 CENTENARIO",5,4100,"LATITUD:19,4322 LONGITUD:-99,1336",1,EN OPERACION,FBE9110215Z3,5555475528,FOB,BENAVIDES,1,PRIMER NIVEL,2,URBANO,,,19.357311,-99.163358,A,ALTA,04/08/2017
DFSMP012364,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,2,AZCAPOTZALCO,1,AZCAPOTZALCO,2,AZCAPOTZALCO,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,UNIDAD MEDICA BENAVIDES /SUCURSAL TECNOPARQUE,FARMACIAS BENAVIDES N291 TECNOPARQUE,3,2230,"LATITUD:19,4322 LONGITUD:-99,1336",1,EN OPERACION,FBE9110215Z3,,FOB,BENAVIDES,1,PRIMER NIVEL,2,URBANO,,,19.502029,-99.177345,A,ALTA,04/08/2017
DFSMP012381,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,UNIDAD MEDICA BENAVIDES /SUCURSAL SANTA TERESA,"FARMACIAS BENAVIDES, N298 SANTA TERESA",5,14200,"LATITUD:19,4322 LONGITUD:-99,1336",1,EN OPERACION,FBE9110215Z3,5556522756,FOB,BENAVIDES,1,PRIMER NIVEL,2,URBANO,,,19.3107696,-99.2246622,A,ALTA,04/08/2017
DFSMP012393,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,UNIDAD MEDICA BENAVIDES /SUCURSAL MONTEVIDEO,"FARMACIAS BENAVIDES, N166 MONTEVIDEO",3,7300,"LATITUD:19,4322 LONGITUD:-99,1336",1,EN OPERACION,FBE9110215Z3,,FOB,BENAVIDES,1,PRIMER NIVEL,2,URBANO,,,19.4887905,-99.1279481,A,ALTA,04/08/2017
DFSMP012410,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,10,ALVARO OBREGON,1,ALVARO OBREGON,5,ÁLVARO OBREGÓN,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,UNIDAD MEDICA BENAVIDES /SUCURSAL SANTA FE PLAZA,"FARMACIAS BENAVIDES, N171 SANTA FE PLAZA",5,1219,"LATITUD:19,4322 LONGITUD:-99,1336",1,EN OPERACION,FBE9110215Z3,8181507700,FOB,BENAVIDES,1,PRIMER NIVEL,2,URBANO,,,19.3659816,-99.2630986,A,ALTA,04/08/2017
DFSMP012422,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,UNIDAD MEDICA BENAVIDES /SUCURSAL IZTACCIHUATL,"FARMACIAS BENAVIDES, N241 IZTACCIHUATL",5,9440,"LATITUD:19,4322 LONGITUD:-99,1336",1,EN OPERACION,,5526210729,FOB,BENAVIDES,1,PRIMER NIVEL,2,URBANO,,,19.375842,-99.124217,A,ALTA,04/08/2017
DFSMP012434,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,12,TLALPAN,1,TLALPAN,8,TLALPAN,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,UNIDAD MEDICA BENAVIDES /SUCURSAL CAMINO AL AJUSCO,"FARMACIAS BENAVIDES, N183 CAMINO DEL AJUSCO",24,14210,"LATITUD:19,4322 LONGITU:-99,1336",1,EN OPERACION,FBE9110215Z3,,FOB,BENAVIDES,1,PRIMER NIVEL,2,URBANO,,,19.30142,-99.208446,A,ALTA,28/08/2017
DFSMP012446,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,14,BENITO JUAREZ,1,BENITO JUAREZ,14,BENITO JUÁREZ,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,UNIDAD MEDICA BENAVIDES /SUCURSAL SAN PEDRO DE LOS PINOS,"FARMACIAS BENAVIDES, N180 SAN PEDRO DE LOS PINOS",5,3800,"LATITUD:19,4322 LONGITUD:-99,1336",1,EN OPERACION,FBE9110215Z3,8181507700,FOB,BENAVIDES,1,PRIMER NIVEL,2,URBANO,,,19.390091,-99.186201,A,ALTA,28/08/2017
DFSMP012451,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,14,BENITO JUAREZ,1,BENITO JUAREZ,14,BENITO JUÁREZ,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,UNIDAD MEDICA BENAVIDES/SUCURSAL INSURGENTES FLORIDA,FARMACIAS BENAVIDES N313 INSURGENTES FLORIDA,3,3940,"LATITUD:19,4322 LONGITUD:-99,1336",1,EN OPERACION,FBE9110215Z3,,FOB,BENAVIDES,1,PRIMER NIVEL,2,URBANO,,,19.3665965,-99.1809816,A,ALTA,04/09/2017
DFSMP012463,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,13,XOCHIMILCO,1,XOCHIMILCO,10,XOCHIMILCO,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,UNIDAD MEDICA BENAVIDES/SUCURSAL PASEO DE LA VIRGEN,FARMACIAS BENAVIDES N391 PASEO DE LA VIRGEN,3,16020,"LATITUD:19,4322 LONGITUD:-99,1336",1,EN OPERACION,FBE9110215Z3,,FOB,BENAVIDES,1,PRIMER NIVEL,2,URBANO,,,19.280682,-99.137991,A,ALTA,04/09/2017
DFSMP012475,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,10,ALVARO OBREGON,1,ALVARO OBREGON,5,ÁLVARO OBREGÓN,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,UNIDAD MEDICA BENAVIDES/ SUCURSAL VASCO DE QUIROGA,FARMACIAS BENAVIDES N314 VASCO DE QUIROGA,5,1230,"LATITUD:19,4322 LONGITUD:-99,1336",1,EN OPERACION,FBE9110215Z3,,FOB,BENAVIDES,1,PRIMER NIVEL,2,URBANO,,,19.3812541,-99.2405587,A,ALTA,04/09/2017
DFSMP012480,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,CONSULTORIO APATLACO,CONSULTORIO APATLACO,3,9430,,1,EN OPERACION,,5556091209,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.3816602,-99.1142777,A,ALTA,03/10/2017
DFSMP012492,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,MEDICINA PREVENTIVA FEDERAL SANTIAGO,MEDICINA PREVENTIVA FEDERAL SANTIAGO,3,9600,,1,EN OPERACION,,5558323840,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.354976,-99.003712,A,ALTA,07/11/2017
DFSMP012504,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,CONSULTORIO DENTAL,CONSULTORIO DENTAL (DRA YOLANDA VELASCO MONTES),5,9810,,1,EN OPERACION,,5555825784,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.3550376,-99.1098242,A,ALTA,08/11/2017
DFSMP012516,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,3,COYOACAN,1,COYOACAN,4,COYOACÁN,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,UNIDAD MEDICA BENAVIDES / SUCURSAL TAXQUEÑA CAMPESTRE,FARMACIAS BENAVIDES N190 TAXQUEÑA CAMPESTRE,7,4200,,1,EN OPERACION,FBE9110215Z3,8181507700,FOB,BENAVIDES,1,PRIMER NIVEL,2,URBANO,,,19.3410564,-99.1360319,A,ALTA,04/12/2017
DFSMP012521,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,14,BENITO JUAREZ,1,BENITO JUAREZ,14,BENITO JUÁREZ,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,UNIDAD MEDICA BENAVIDES / SUCURSAL CONCEPCION,FARMACIAS BENAVIDES N393 CONCEPCION,5,3100,,1,EN OPERACION,FBE911021,8181507700,FOB,BENAVIDES,1,PRIMER NIVEL,2,URBANO,,,19.389226,-99.164965,A,ALTA,05/12/2017
DFSMP012533,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,DENTALIA TEZONTLE,DENTALIA TEZONTLE,3,9020,,1,EN OPERACION,,5591290134,SA,SOCIEDAD ANONIMA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.383021,-99.079343,A,ALTA,10/12/2017
DFSMP012545,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,DENTALIA LINDAVISTA,DENTALIA LINDAVISTA,3,7760,,1,EN OPERACION,,5555260583,SA,SOCIEDAD ANONIMA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.486434,-99.130757,A,ALTA,10/12/2017
DFSMP012550,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,DENTALIA FORTUNA,DENTALIA FORTUNA,3,7370,,1,EN OPERACION,,5526232323,SA,SOCIEDAD ANONIMA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.484364,-99.133221,A,ALTA,20/12/2017
DFSMP012562,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,17,VENUSTIANO CARRANZA,1,VENUSTIANO CARRANZA,16,VENUSTIANO CARRANZA,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,INSTITUTO DE MEDICINA DE LA INDUSTRIA AERONAUTICA Y DEL TRASPORTE,INSTITUTO DE MEDICINA DE LA INDUSTRIA AERONAUTICA Y DEL TRASPORTE,4,15530,,1,EN OPERACION,,5525989827,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.4322462,-99.0897415,A,ALTA,05/01/2018
DFSMP012591,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,2,DE HOSPITALIZACIÓN,99,NO ESPECIFICADO,99,NO ESPECIFICADO,SANATORIO OFTALMOLÓGICO MERIDA  SA DE CV,SANATORIO OFTALMOLÓGICO MERIDA SA DE CV,5,6700,,1,EN OPERACION,,5555845255,SA,SOCIEDAD ANONIMA,2,SEGUNDO NIVEL,2,URBANO,2,RENTADO,19.4179035,-99.1575175,A,ALTA,09/01/2018
DFSMP012603,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,"DENTIX MEXICO HEALTH, S.C.",DENTIX,3,9020,,1,EN OPERACION,,5591290162,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.383867,-99.0825374,A,ALTA,09/01/2018
DFSMP012615,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,DENTALIA BUENAVISTA,DENTALIA BUENAVISTA,14,6350,,1,EN OPERACION,,5555411096,SA,SOCIEDAD ANONIMA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.4473353,-99.1529125,A,ALTA,31/01/2018
DFSMP012620,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,14,BENITO JUAREZ,1,BENITO JUAREZ,14,BENITO JUÁREZ,2,DE HOSPITALIZACIÓN,99,NO ESPECIFICADO,99,NO ESPECIFICADO,GRUPO TORRE MEDICA HOSPITAL DEL VALLE,GRUPO TORRE MEDICA HOSPITAL DEL VALLE,5,3100,,1,EN OPERACION,,5547480200,SA,SOCIEDAD ANONIMA,2,SEGUNDO NIVEL,2,URBANO,2,RENTADO,19.383375,-99.1658099,B,MODIFICACION,02/04/2018
DFSMP012632,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,SELENE PULIDO ALANIS,SELENE PULIDO ALANIS,3,9500,,1,EN OPERACION,,5556930735,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.3606683,-99.0401814,B,MODIFICACION,02/04/2018
DFSMP012644,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,DENTALIA ALAMEDA,DENTALIA ALAMEDA,3,6010,,1,EN OPERACION,,5555121580,SA,SOCIEDAD ANONIMA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.434542,-99.146865,A,ALTA,01/02/2018
DFSMP012656,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,3,DE APOYO,LAB,LABORATORIOS,99,NO ESPECIFICADO,HISELAB,HISELAB,5,9310,,1,EN OPERACION,,5544292325,OTRA,OTRA,6,NO APLICA,2,URBANO,2,RENTADO,19.3760262,-99.0763938,A,ALTA,01/02/2018
DFSMP012661,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,3,COYOACAN,1,COYOACAN,4,COYOACÁN,2,DE HOSPITALIZACIÓN,99,NO ESPECIFICADO,99,NO ESPECIFICADO,HOSPITAL SHRINERS PARA NIÑOS A.C.,HOSPITAL SHRINERS PARA NIÑOS A.C.,3,4600,,1,EN OPERACION,,5554247850,OTRA,OTRA,2,SEGUNDO NIVEL,2,URBANO,1,PROPIO,19.3017405,-99.15646,B,MODIFICACION,23/04/2018
DFSMP012673,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,5,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,GUSTAVO A. MADERO,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,LA CLINICA DENTAL,LA CLINICA DENTAL,3,7300,,1,EN OPERACION,,5570397216,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.48997,-99.131436,B,MODIFICACION,02/04/2018
DFSMP012685,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,17,VENUSTIANO CARRANZA,1,VENUSTIANO CARRANZA,16,VENUSTIANO CARRANZA,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,CONSULTORES EN MEDICINA LABORAL Y DEL TRANSPORTE S. C.,CONSULTORES EN MEDICINA LABORAL Y DEL TRANSPORTE S. C.,5,15520,,1,EN OPERACION,,5515445553,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.4385478,-99.0852701,B,MODIFICACION,03/04/2018
DFSMP012690,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,17,VENUSTIANO CARRANZA,1,VENUSTIANO CARRANZA,16,VENUSTIANO CARRANZA,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,"HUMAN CENTER REVIEW, S.A. DE C.V.","HUMAN CENTER REVIEW, S.A. DE C.V.",5,15520,,1,EN OPERACION,,5536404426,SA,SOCIEDAD ANONIMA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.438701,-99.0801547,B,MODIFICACION,04/04/2018
DFSMP012702,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,10,ALVARO OBREGON,1,ALVARO OBREGON,5,ÁLVARO OBREGÓN,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,ASILO NUESTRA SEÑORA DEL CAMINO,ASILO NUESTRA SEÑORA DEL CAMINO,4,1060,,1,EN OPERACION,,5552561598,OTRA,OTRA,6,NO APLICA,2,URBANO,1,PROPIO,19.3455978,-99.2021243,A,ALTA,20/03/2018
DFSMP012714,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,7,IZTAPALAPA,1,IZTAPALAPA,9,IZTAPALAPA,4,DE ASISTENCIA SOCIAL,99,NO ESPECIFICADO,99,NO ESPECIFICADO,INTERNADO INFANTIL GUADALUPANO A.C.,INTERNADO INFANTIL GUADALUPANO A.C.,5,9890,,1,EN OPERACION,,5556950216,OTRA,OTRA,6,NO APLICA,2,URBANO,1,PROPIO,19.3249006,-99.0893273,B,MODIFICACION,23/04/2018
DFSMP012726,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,15,CUAUHTEMOC,1,CUAUHTEMOC,15,CUAUHTÉMOC,1,DE CONSULTA EXTERNA,CAF,CONSULTORIO ADYACENTE A FARMACIA,99,NO ESPECIFICADO,FUNDACION BEST A.C.,FUNDACION BEST,3,6720,,1,EN OPERACION,FBE99021772A,5554209519,FB,FUNDACION BEST A. C.,1,PRIMER NIVEL,2,URBANO,3,DE COMODATO,19.426745,-99.143582,A,ALTA,05/04/2018
DFSMP012731,SMP,SERVICIOS MEDICOS PRIVADOS,9,CIUDAD DE MEXICO,14,BENITO JUAREZ,1,BENITO JUAREZ,14,BENITO JUÁREZ,1,DE CONSULTA EXTERNA,CP,CONSULTORIO PARTICULAR,99,NO ESPECIFICADO,"SOCIEDAD DE EVALUACIÓN PSICOMEDICA PARA PERSONAL AÉREO, TERRESTRE Y MARÍTIMO MEXICANO","SOCIEDAD DE EVALUACIÓN PSICOMEDICA PARA PERSONAL AÉREO, TERRESTRE Y MARÍTIMO MEXICANO",5,3100,,1,EN OPERACION,,5519521033,OTRA,OTRA,1,PRIMER NIVEL,2,URBANO,2,RENTADO,19.3685787,-99.1738058,A,ALTA,10/04/2018
